rating,year,votes,number of seasons
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
8.0,2007.0,60342.0,7.0
7.8,2000.0,377.0,3.0
7.8,2000.0,377.0,3.0
7.8,2000.0,377.0,3.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
6.5,2011.0,20584.0,1.0
7.7,1989.0,517.0,2.0
7.7,1989.0,517.0,2.0
7.7,1989.0,517.0,2.0
7.7,1989.0,517.0,2.0
7.7,1989.0,517.0,2.0
7.7,1989.0,517.0,2.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.9,2005.0,269.0,12.0
7.8,2006.0,70.0,6.0
7.8,2006.0,70.0,6.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.1,2009.0,21125.0,1.0
7.8,2005.0,845.0,3.0
7.8,2005.0,845.0,3.0
6.5,2005.0,45332.0,
6.5,2005.0,45332.0,
6.6,1986.0,256.0,21.0
6.6,1986.0,256.0,21.0
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
5.5,2000.0,148967.0,
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.1,1998.0,59456.0,8.0
7.0,2010.0,2888.0,1.0
7.0,2010.0,2888.0,1.0
7.0,2010.0,2888.0,1.0
8.7,2004.0,720.0,5.0
8.7,2004.0,720.0,5.0
8.7,2004.0,720.0,5.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
7.8,1982.0,36104.0,12.0
6.6,2015.0,72973.0,
6.6,2015.0,72973.0,
6.6,2015.0,72973.0,
7.7,2015.0,59.0,
7.7,2015.0,59.0,
8.3,2010.0,22312.0,5.0
8.3,2010.0,22312.0,5.0
8.3,2010.0,22312.0,5.0
6.2,2003.0,5.0,
6.2,2003.0,5.0,
6.2,2003.0,5.0,
6.2,2003.0,5.0,
6.2,2003.0,5.0,
6.2,2003.0,5.0,
6.4,2009.0,136.0,1.0
6.4,2009.0,136.0,1.0
6.4,2009.0,136.0,1.0
6.4,2009.0,136.0,1.0
7.3,1985.0,59711.0,
7.3,1985.0,59711.0,
7.3,1985.0,59711.0,
7.3,1985.0,59711.0,
7.3,1985.0,59711.0,
7.0,1989.0,3594.0,9.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.6,2003.0,19797.0,7.0
7.5,1950.0,367.0,6.0
7.5,1950.0,367.0,6.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
8.2,1971.0,20252.0,13.0
5.9,2006.0,68.0,
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
7.4,2011.0,1894.0,1.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
8.5,2009.0,151933.0,6.0
6.9,1982.0,116217.0,
6.9,1982.0,116217.0,
6.9,1982.0,116217.0,
6.9,1982.0,116217.0,
6.9,1982.0,116217.0,
6.9,1982.0,116217.0,
,,,
,,,
,,,
6.8,2003.0,756.0,3.0
6.8,2003.0,756.0,3.0
6.8,2003.0,756.0,3.0
6.8,2003.0,756.0,3.0
6.8,2003.0,756.0,3.0
6.8,2003.0,756.0,3.0
6.8,2003.0,756.0,3.0
6.8,2003.0,756.0,3.0
6.8,2003.0,756.0,3.0
6.8,2003.0,756.0,3.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
8.6,2000.0,36044.0,4.0
6.2,2002.0,2074.0,6.0
6.2,2002.0,2074.0,6.0
6.2,2002.0,2074.0,6.0
6.2,2002.0,2074.0,6.0
5.4,1988.0,333.0,
5.4,1988.0,333.0,
5.4,1988.0,333.0,
8.5,1986.0,1846.0,2.0
8.5,1986.0,1846.0,2.0
8.5,1986.0,1846.0,2.0
8.5,1986.0,1846.0,2.0
8.5,1986.0,1846.0,2.0
8.5,1986.0,1846.0,2.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
8.2,2005.0,115567.0,12.0
